id	filename	md5	size	state
c6d88478-9d75-4cb9-a93d-97620149b2d0	TCGA-CV-5439-01Z-00-DX1.A586BF30-0873-4FCE-8275-6F08D1700D22.svs	dce1aa316c99a0f62e2092987c735a9d	1276164213	released
20b2ce9e-e9a9-4a9d-8457-f5f06de8eeea	TCGA-DQ-7591-01Z-00-DX1.8304B939-542C-4D30-8C77-F705DE1311FF.svs	781fc59204f9e3aec62415ae7a81fff5	265353663	released
d81cde28-f965-4046-b45b-6ad4d6ba220e	TCGA-HD-8224-01Z-00-DX1.2b08e329-bb26-4605-bb3b-b257cef561b2.svs	561e5032cc2a8ae5d283199e01bc2c65	292645319	released
a7163fb3-0b94-4f75-83eb-09ee16406d8e	TCGA-DQ-7594-01Z-00-DX2.F01A6E69-1CC8-460F-893A-3CBDAE5045F0.svs	c85a1f1937bf7b65de24a6e86f6f6fa3	462263017	released
3fff4324-6c94-4d1b-bbf9-d2f727321803	TCGA-DQ-7594-01Z-00-DX1.1C5A89D0-3823-4B4B-BDB4-5B4B6A9ACC41.svs	535307ead42ed1526a1319245869597c	1389513467	released
cb53aab3-ff4d-4b17-8025-afdd0834e0c7	TCGA-DQ-7593-01Z-00-DX1.973A0BE2-053D-487A-90CF-C6ADB8384E8B.svs	9ce328fa811197469cb2fb816eed3a67	1091538683	released
378977be-6ad2-45db-9998-f1f1d694122e	TCGA-CV-6943-01Z-00-DX1.40AC4E32-4F41-4424-9D15-A2FB9FABB104.svs	3e853d022d317ae107b5af14a18e3aff	833813073	released
0e32ed3c-902b-4a8d-8955-9520ad9772c1	TCGA-BA-6871-01Z-00-DX1.4d9ca329-f8d5-4c31-a20f-9d4fba728326.svs	ac3c1953d5ba6fddfec9fa68f1886acd	583605953	released
5103e013-9acb-4002-a0cb-8540852a495e	TCGA-BB-4225-01Z-00-DX1.cfce62af-e565-4673-9970-afd08767b062.svs	f4384c99f61b83e490246880398a102f	171468083	released
6c6be158-b6a3-4c23-aa66-3f577d8f33b8	TCGA-BB-4228-01Z-00-DX1.170b1b9a-05ac-4115-965e-56c2af944f1f.svs	0937bdd8cc39d929f3743b4fdfd43287	102390211	released
869e8105-1d80-494d-93da-c565414443ba	TCGA-F7-A620-01Z-00-DX1.E0DA4A79-6F9B-4F7C-912E-4A4514DF8F49.svs	e9bde366e6ef27e4f55712c4ea52c2fd	638322507	released
807d2b2c-ef11-4d75-aec6-c90c3e2f14f3	TCGA-T2-A6WZ-01Z-00-DX1.52078A9C-735F-4781-999E-3B65EA1C4174.svs	517d825c17b4fb011e7d4b2ca9082814	1656809077	released
8b8bf12b-7e58-4ab4-86d5-4f8e0502d6a5	TCGA-BB-7871-01Z-00-DX1.c062435e-5f17-48d0-af06-dd0253ddcf75.svs	fb3f832a3d36536830f7dfda99ef1155	552038105	released
6923e585-adef-4f6b-bff4-646a02153172	TCGA-P3-A5QE-01Z-00-DX1.AC509BDE-864F-4E38-A693-09EE13C666A5.svs	5c260d81217d669bb13ad79d3b322b56	2087216218	released
aed923bc-d1f0-4490-a9ed-a9b3b7aaeb40	TCGA-CV-6950-01Z-00-DX1.1D8CFDF2-998C-45E2-ACDF-581B679DAD6F.svs	4de04870ba7832e41c7b848b35c97f9d	895767179	released
897f18ed-f314-42a2-a4ad-a86c1b474055	TCGA-HD-8314-01Z-00-DX1.2BB5E2CD-5F68-416F-BB93-5C35B26B44CD.svs	da45cb1a13664e6921bb9f1a97d1140e	1203066372	released
97be427e-18d4-4ccb-89e6-a08e710c3961	TCGA-F7-A61V-01Z-00-DX1.6F80F8B8-59B1-471F-9BD0-FEB02AB314D3.svs	29c30ec13e6250ac74408379c8968ffe	452170983	released
48abd3bf-78be-407e-83c6-60d624069874	TCGA-MZ-A7D7-01Z-00-DX1.A9E4D12E-1B8B-4499-B805-7FBA8D69A7DA.svs	7ed1871010aec699b14ae5615bc0ae71	394777875	released
eac6709c-57db-4273-bd56-9517ab2a325b	TCGA-BB-7861-01Z-00-DX1.efdd186f-1bbf-4e43-9875-9458cebcd0dd.svs	bfe587c58b43c3e09f6880e392c7ca04	211106593	released
d7fc5fc0-593e-4d2f-af2b-d5303d0848d8	TCGA-CV-7406-01Z-00-DX1.DD01FA19-8CBD-4BCF-9BC7-F23AE48FA667.svs	8e9e18f7ae7fcf72fa01b8d56b95b93d	691507207	released
