id	filename	md5	size	state
9d5d8260-061b-4a55-9b1e-80a993a0c9ff	TCGA-63-5131-01Z-00-DX1.C1C3724A-D9FC-46D6-9D7B-9357A58ACAEF.svs	877b9fa6580564bf4aa34f40f5338a67	137040676	released
2e826610-c9c8-4cbc-a664-61d152a113ee	TCGA-NK-A5D1-01Z-00-DX1.CE05BFD3-F0C6-4440-AD09-8569D2BB89FA.svs	5bda924b7c9b35d539cd223e30cb5756	2957790413	released
a8170198-99b3-4269-883a-5ba4dab6bd53	TCGA-68-7757-01Z-00-DX1.4eece254-a119-436a-af3c-fad8e8b7f74b.svs	1fba7d4ca5248b87f00af66ec79bed12	658690395	released
c12c8b4c-4733-4dd9-867d-3c4552684907	TCGA-22-4607-01Z-00-DX1.5C521672-8405-43A2-ACB5-16174A74BCB7.svs	a74ec08041be4ffb0537d21346363e78	1663194815	released
97dc4a13-09c6-4093-9b3d-becbbdd8944b	TCGA-90-A59Q-01Z-00-DX1.9F4ABA20-E9F7-4524-874E-E8C42D84AFFE.svs	53a0401db934a070c0918651edc65600	242215569	released
2a8feeb0-e337-48aa-9863-965fecc933d5	TCGA-21-5783-01Z-00-DX1.3FAB28DF-5748-42D5-8257-3D440C4FB5FB.svs	d5af5d3b6b5daad680a2928e9595259f	439661359	released
63b5427c-29d8-4f5b-9e4a-ac73679eca03	TCGA-21-1070-01Z-00-DX1.06363f8a-ef29-4d73-95da-a3172d7873c0.svs	9b583d42cb027b4acc674e0b504c0e5b	182833287	released
1c9841bd-f6ec-4be6-be4e-ae5d07a724c3	TCGA-34-5928-01Z-00-DX1.d336efc9-3ebb-4457-a81b-1e448781f999.svs	29534b0dca2a8f9a42c9cc7121caccc3	968392057	released
0a4f10c3-3cfa-4140-a332-7ae9c4e25f68	TCGA-18-4083-01Z-00-DX1.337D4583-326F-4108-9441-DC74FAED6AE2.svs	dd08cc479d5a242a4c9b3070d627fb0e	718877396	released
0f5036c6-8156-457e-96bb-202c29e4999b	TCGA-77-A5G3-01Z-00-DX1.7ED6F76A-333F-43DB-B8DF-86BF259DCEFB.svs	c38c54b43d2fe7b3de14ef0e38b79fc4	1111103007	released
d9b8e340-1a89-4753-a096-52564797c4dc	TCGA-77-8148-01Z-00-DX1.2066e518-636c-4917-9dd4-78ab3605e8f6.svs	50d0fb073950997fca2fab03f0933d5b	584288493	released
73108fa2-18c7-4a79-8f34-b755d3069347	TCGA-98-8020-01Z-00-DX1.fcf8e956-c413-40ae-9f09-610403e70fb3.svs	7d22bdc9cd08111195b9b04a6be050f4	279342203	released
5ca1e5a0-1df9-4261-9ab2-ebb9a8d85d95	TCGA-92-7340-01Z-00-DX1.e0b0240c-9b6c-4da9-b9cb-bc634051fc45.svs	eed8b6f16aa7a74fa0ff66aabc472f0d	935215409	released
ea460685-7557-46a2-ba59-34381253f205	TCGA-21-1079-01Z-00-DX1.fb8e44cd-f73f-48a4-82d2-34f334d79f53.svs	bb25b21982ec4f356013c8bb6e3064e9	140972185	released
e0bdb382-5337-4611-93b3-cfb1540016ba	TCGA-43-7657-01Z-00-DX1.d8a5d257-c5ca-4192-b6a7-4698b8390fca.svs	b81545bfb79fa789e04c2a8842600359	177973501	released
a5da2511-f3d2-4591-a739-7cb83419f558	TCGA-58-A46K-01Z-00-DX1.A293339A-A592-4CA2-AE49-CDDD0810C624.svs	176a1e8e54f31c87e0879be62bda2cb9	1304286028	released
c55105bc-2fba-4b1c-bf47-3811c6af465d	TCGA-68-7756-01Z-00-DX1.15BEAECF-8C36-4761-85A8-EC9E54B61A0C.svs	3ec982845a9abdecfbba578a9f58c140	1574437617	released
ebc7de75-ebef-42dc-a580-6dbd2ce3af24	TCGA-94-A5I4-01Z-00-DX1.F0CE4558-63A7-45FB-BA8C-1B20AB29A847.svs	5b27402319cbaff197c66a90c60c1396	2136536150	released
5f8d6257-e1b0-45e9-b9ea-72d10714126a	TCGA-77-7139-01Z-00-DX1.b8b79b0c-4ea0-4f6c-8e6e-29ad76eca78f.svs	583962945caeaf30ecbdb61818e5c115	1246066131	released
b3d92da3-8d47-49ad-9624-64f05818b411	TCGA-60-2726-01Z-00-DX1.3c30934b-c93a-4dad-9c44-b417eae17137.svs	10fb8c1e50aaa38616c31da65b7dcdc4	614708095	released
717dc7fc-291b-499c-9a88-3ee43775d88c	TCGA-22-4591-01Z-00-DX1.8C89ABEB-A1E3-47D1-B247-02539EF3F959.svs	e4032690b4c07d3dcf4abdbab6e4a6cf	1393258235	released
c57d543d-732a-437d-9ec0-6e07834fa227	TCGA-33-4547-01Z-00-DX3.9f19ec7f-6469-463a-a027-124c3fe5a06c.svs	2f525c694d04ac2331c79aa29c6c5a97	1147525897	released
2d38da3c-5dbe-42ab-add4-5dfb1050385c	TCGA-33-4547-01Z-00-DX7.91be6f90-d9ab-4345-a3bd-91805d9761b9.svs	bc19d6ee9f8bb59b4224a7456f171035	1452440681	released
c2fabae7-a96f-49b5-a226-bb162ff80812	TCGA-33-A4WN-01Z-00-DX1.438D0EF6-C329-41E5-A7D5-7F037DE34106.svs	1542cd0c228cff048f7f3dfbfc94e69b	1646150765	released
