id	filename	md5	size	state
9e7d018b-7d3f-44ed-b7bf-d31724c8f57a	TCGA-D6-6827-01Z-00-DX1.4606a46b-6b03-4011-b469-7328b3949727.svs	d1844955e2c60527794c02b2e52abf33	199680515	released
64365506-6c40-4392-bc55-5840728ce05d	TCGA-D6-6827-01Z-00-DX2.C31227BB-6152-47D7-BAF7-66F815AD25CB.svs	fdbc6bf087422e2db9197e7f4bf0f878	1694140298	released
a4925d17-a589-4423-9b1a-a996f86deec6	TCGA-CV-5442-01Z-00-DX1.4BB38B9C-A472-4E01-B272-46D541ABBF41.svs	32b3666f4fb6627283081844e8845f74	1164234215	released
72eee233-edf8-42f6-910c-fc7049ede8f3	TCGA-QK-A6VC-01Z-00-DX1.CC57328B-DA0D-4AFA-B88E-0938E698AD36.svs	1f4e53e78f3b8d86ad060b75471f780d	784211208	released
45f87e7d-4533-4b8f-8df3-264f23a408ce	TCGA-TN-A7HL-01Z-00-DX1.CD7BE3E0-0814-499F-829E-928890BB26F3.svs	d38a8d36529fccb9b43b1140b8cd995e	723281979	released
700dd7b7-c445-40aa-a776-ae32f3caa5c8	TCGA-BB-8596-01Z-00-DX1.F354D65B-F1F9-447C-8C6A-519140FC4549.svs	87d47f6fd5f716452fabad1376de1b5e	619978783	released
b5e64494-4c11-4d0b-bc10-57d3cf2984f7	TCGA-QK-A8ZA-01Z-00-DX1.D169F19F-99A3-4A8C-9AE8-24C529B2CE12.svs	51895917727c1814a17d3315ecaae132	809669162	released
b72b0426-d597-4280-b10e-033fb0fd0e6c	TCGA-BA-A8YP-01Z-00-DX1.03B95E63-2639-49F6-B8DD-AC2C2FA872B1.svs	a6694bd3248b6e3442b23841f4c803c8	1452716968	released
1c977aa3-503f-417f-9f18-bc8a595b9610	TCGA-MZ-A6I9-01Z-00-DX1.478C5347-BF30-4CAA-8215-58778D79E33B.svs	ec9fc2149710a480a0aaf0b47894fd55	451622987	released
03a3b6b0-b338-42d2-9d44-8bbf9a9946e3	TCGA-IQ-A61O-01Z-00-DX1.9ECA5801-3913-45B1-845D-13674F15439E.svs	323e83a615f38ad97411886eec1b8217	1781807401	released
f9d127c3-013e-4fad-a5b0-196fe8e84bb5	TCGA-BB-4227-01Z-00-DX1.7475866c-90bb-4f62-b44e-adccc731cad8.svs	71390d447535ecf69202f71662e03885	206456933	released
bcb6c066-d598-4fb0-82ee-95d448deb224	TCGA-CN-5369-01Z-00-DX1.be289b39-c6c2-43a6-8feb-75ad5829ec81.svs	7af558548f220afc257576b05a9de303	335988799	released
8079c074-ebe2-4b66-91f2-9c7e98df439b	TCGA-BA-A6DL-01Z-00-DX1.A2E13153-88A9-411B-AA0F-56314E72E2CB.svs	f0d8ceaa15184fba7b54f8c585d6095c	1036152808	released
32a3ff5b-daca-4cef-9d6a-90fe71b0ae81	TCGA-D6-6516-01Z-00-DX2.4A6963D4-CA12-49D1-B5E8-154A191FE1C7.svs	0c0dfe46bee2d6d27da5ef56b8fbd382	1592782146	released
4b348fbb-7aef-411f-b995-687ce56115a7	TCGA-D6-6516-01Z-00-DX1.4f63eddb-5f99-498f-b488-772ab5a34dc3.svs	f820db5fcbc5fd4e2f2bc51dfe1d32e7	1112398615	released
97ef1829-7f56-49b5-86ea-989bc19860e5	TCGA-HD-7753-01Z-00-DX1.0B1217AD-76F4-488A-BE50-641F00AA2DB8.svs	c122dbe39d7f7a6afc3324d5e3e408e6	577993725	released
a9a90f97-05b5-451d-90b9-22adf3799731	TCGA-IQ-7630-01Z-00-DX1.a0b303aa-5ffa-4d47-9fa4-df225210168e.svs	c8c6b4d128741dc0ce6a368a7f62cea9	153617687	released
e9adba4b-7c5f-45fe-b843-e11730cb38f7	TCGA-QK-A64Z-01Z-00-DX4.370068FC-E205-494A-A5C1-0CBAFE2A28F2.svs	2d4a0a6c682121e80b9ff31791ecaee0	820218744	released
a062c15c-3469-45c6-ba7a-96ac0f465ae0	TCGA-QK-A64Z-01Z-00-DX2.96E8ABB3-3925-402B-8E51-7CF8CA0C63B9.svs	ddf834c11ee90ff7b351a5051f3a8938	703362318	released
6cef4a90-24c9-49c5-80be-adf56627cc8e	TCGA-QK-A64Z-01Z-00-DX3.4C6D6F13-08E5-41DD-BE8F-D89087D00F22.svs	03d35ae5f862184df990a5731731cab2	1208967580	released
bd1b3047-4f12-4ba5-a0d7-b59e2dea4dd9	TCGA-QK-A64Z-01Z-00-DX1.A894D5AB-8914-412A-B719-E4ED659C8D88.svs	84e559ce28ebaf9ecaffdc8706f1c418	2832633230	released
4d96ba85-a191-4729-80f3-3f10b2a65802	TCGA-CV-A468-01Z-00-DX1.4AAA23F8-C254-4076-98B3-FFC78D3CC66A.svs	22cfb8ed585b88926286bddebda24c27	1784202981	released
7b274586-a0fd-48e5-8a45-c2cdf283a493	TCGA-SR-A6MX-05Z-00-DX1.6F1F7DCE-B986-47EB-93F1-2C005C7D8F2B.svs	52bf8636e860f5dfed9e57366fe016aa	1469823492	released
40844328-530b-475e-a2ed-b661570f94b6	TCGA-RM-A68W-01Z-00-DX1.4E62E4F4-415C-46EB-A6C8-45BA14E82708.svs	1dbea3dd419f62af03398ab4e154a120	426621305	released
4ced9044-8bfe-4da5-bdb7-1b818861c5bf	TCGA-SR-A6MX-06Z-00-DX1.6199D8CC-E315-431B-8F64-B9FA3E2EA4AA.svs	c87202f0f102dcdc1e843f055e2c3bf5	1955876850	released
fe38bed2-63f8-49ce-8ba3-8780ab75ffe4	TCGA-BB-A5HY-01Z-00-DX1.0BDC44E8-17E5-4907-9C9B-417FF335AEC8.svs	876b5a6b65810973d80b1f08d63c1d29	1429932269	released
30c7516c-e4cd-4b92-97bd-2bc72915b23d	TCGA-UF-A7JV-01Z-00-DX1.55EF22B7-002A-4CCD-BBD4-99DDE19B3EA7.svs	eef1bda244c86a3808ccf358d15c8fc4	685591095	released
ddc63708-97c7-4da3-95c5-25a8ac4299f6	TCGA-CQ-A4CD-01Z-00-DX1.09FED532-92E5-442E-8DFE-615E6400A92A.svs	d2ec9c2f63a69e00ed0b9d211ec2ad4e	279597784	released
f881ce26-2d80-48fa-bad4-ef578be846e2	TCGA-QR-A70Q-01Z-00-DX1.AF754C24-D68B-4530-9893-7582CC77B6A6.svs	8acdef24656614fcbf299f64ac0e5c53	668984575	released
47e43bab-12be-4acf-8c46-379b479a4e4d	TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.svs	a4706843f5664ff7629aacd3eab79c0f	579078764	released
3fef85bb-e50e-4cca-824a-7dc869ee9ea2	TCGA-RM-A68T-01Z-00-DX1.06770DEE-E6DC-4DC9-8BBF-7A74F714192C.svs	16ddcfc836e39c8cba8651abc18c1bc5	1337334861	released
