id	filename	md5	size	state
96212525-13ac-4020-a899-b3a23d79860e	TCGA-F7-A624-01Z-00-DX1.5626052F-EA0A-43E0-B011-43276FA282C5.svs	dc9f6f1eb4ad7e1c4de7dbb34e2ca541	891741103	released
e0232400-fc1f-4563-b56e-42a2cd40a943	TCGA-MT-A67F-01Z-00-DX1.2266D11A-C5E7-4D18-949E-409331EF905C.svs	a5f067ffe644ef13647a24bb279142b7	44164599	released
43638702-16c1-4f40-9b64-3606d43a8b34	TCGA-CQ-A4C6-01Z-00-DX1.98BDE0C7-81D1-410C-A0AD-1CD98F7DFD87.svs	ac714dace2dba7cc646aaab7e96e19a2	130289454	released
e6bffa9a-ff5d-449a-a329-fd455b66a139	TCGA-BB-7872-01Z-00-DX1.0117273b-4be0-4f73-b408-88721fa52e67.svs	cf5a0da2c363c401dfa7cbeb9614f349	870850925	released
07eec0e7-2fd6-449d-a3c7-8ff58f146e17	TCGA-CV-6940-01Z-00-DX1.968ED49C-776E-49A5-A316-976809291A5E.svs	75027e70e1e529bc291e42f9d45bff3d	1196425625	released
8cddfa0a-0f56-41be-a76d-f9525a043176	TCGA-CV-A45V-01Z-00-DX1.296E8147-FE0B-49B6-9F33-EF3E3C11412A.svs	b9b46e41e15ce1d5d519983ae99b2d07	1570832971	released
163ffd8a-99a5-4cc9-bc6d-dc7d8eb5ef9d	TCGA-CV-A6K2-01Z-00-DX1.C037C52C-9B5A-4F6D-8A9F-A3F771DF79F8.svs	926a630472149e9ec2ab08f0bcead3b0	1915403679	released
eae53f15-780c-4fd2-897a-f9a46af522b5	TCGA-BA-5151-01Z-00-DX1.32EE476B-128D-4153-A57C-CFA823B993A2.svs	a507cf2d8ab9dabd350f82dc9f5407c0	327297918	released
98146d84-389b-4885-9275-b54ae2616da3	TCGA-P3-A6T2-01Z-00-DX1.693C40C7-0980-4426-B2D2-514AC727A302.svs	a4784193914645bbd712c4efd1ee7da2	2385837022	released
2a8025ff-9955-4afd-94d5-7c79f659eb3a	TCGA-CN-4734-01Z-00-DX1.9cd35e43-7132-478a-9d08-a88d150b7127.svs	0b7afc463828ed771e74778f74ae7a67	182852817	released
ed73a31d-9c2c-4e84-b67c-00f5814baeb4	TCGA-RS-A6TO-01Z-00-DX1.394CBA89-802C-4B88-98ED-7E173BCB39EA.svs	5de92c3ec330150b67b2750bfdfbeea7	984800637	released
44d31917-89d0-4172-ba58-8459945da873	TCGA-CN-A63V-01Z-00-DX1.2421CF88-314E-42CF-8007-B6CDE06352B2.svs	97b4343c5c26fed7017ef58aba78b86c	1203880141	released
